Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DateOfResignation
45,No,Travel_Rarely,441,Research & Development,7,4,Medical,1,36,1,Male,67,2,3,Sales Executive,4,Married,10678,2433,3,Y,No,14,3,4,80,1,24,4,3,18,6,5,14,3/1/2019 10:30
47,No,Travel_Rarely,724,Sales,2,4,Marketing,1,38,2,Female,82,3,5,Sales Executive,1,Single,15927,22761,3,Y,No,12,3,4,80,0,22,2,2,1,2,2,1,3/31/2017 10:30
33,No,Travel_Rarely,909,Research & Development,10,3,Medical,1,39,3,Male,79,3,1,Laboratory Technician,4,Single,2030,6959,4,Y,No,11,3,4,80,0,6,3,3,1,1,0,0,4/21/2017 10:30
44,No,Travel_Rarely,1482,Research & Development,10,4,Other,1,40,4,Male,40,3,2,Sales Executive,4,Married,6282,19241,2,Y,Yes,13,3,4,80,0,9,4,4,4,2,1,3,9/10/2019 10:30
29,No,Travel_Rarely,139,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2196,16193,1,Y,No,13,3,1,80,0,10,4,3,10,0,1,8,5/19/2017 10:30
39,Yes,Travel_Rarely,878,Research & Development,4,3,Technical Degree,1,42,4,Male,57,3,2,Sales Executive,4,Married,2039,3369,3,Y,No,14,3,3,80,1,19,4,4,1,0,0,0,3/4/2018 10:30
24,Yes,Travel_Rarely,816,Research & Development,2,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married,1944,2734,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0,8/20/2019 10:30
43,No,Travel_Rarely,1280,Research & Development,1,2,Medical,1,46,4,Female,71,4,1,Research Scientist,3,Divorced,2787,21635,1,Y,No,12,3,4,80,2,7,3,2,7,3,1,4,3/18/2021 10:30
50,Yes,Travel_Rarely,880,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Executive,3,Married,2905,3892,1,Y,Yes,14,3,3,80,1,2,2,3,3,14,0,2,12/5/2021 10:30
37,No,Travel_Rarely,903,Sales,2,3,Marketing,1,49,4,Female,99,3,1,Sales Executive,4,Married,2660,9984,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2,11/16/2019 10:30
36,No,Travel_Rarely,835,Research & Development,5,4,Life Sciences,1,51,2,Female,134,2,1,Research Scientist,1,Married,3303,12738,8,Y,Yes,27,3,4,80,1,6,3,4,1,1,0,0,9/28/2020 10:30
33,No,Travel_Frequently,1134,Sales,2,3,Life Sciences,1,52,3,Female,41,4,2,Sales Executive,1,Married,5685,2587,2,Y,No,19,3,1,80,2,9,3,3,5,3,1,3,1/12/2018 10:30
35,No,Travel_Rarely,495,Research & Development,4,2,Other,1,53,3,Male,76,3,1,Laboratory Technician,3,Divorced,2174,10362,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,7/26/2019 10:30
27,No,Travel_Rarely,1252,Research & Development,2,4,Life Sciences,1,54,4,Female,34,3,1,Laboratory Technician,1,Divorced,2433,20050,1,Y,No,13,3,4,80,1,1,4,3,1,0,0,0,9/3/2021 10:30
26,Yes,Travel_Rarely,1382,Research & Development,26,3,Life Sciences,1,55,1,Male,47,1,1,Laboratory Technician,3,Single,2566,10663,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1,2/19/2021 10:30
26,No,Travel_Frequently,1010,Research & Development,9,3,Life Sciences,1,56,4,Male,38,3,3,Sales Executive,3,Single,9026,3092,3,Y,No,15,3,4,80,0,10,0,3,9,8,0,7,5/11/2021 10:30
30,No,Travel_Frequently,706,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4352,14688,1,Y,No,23,3,4,80,0,12,2,3,12,8,3,7,7/28/2020 10:30
42,Yes,Travel_Rarely,1344,Research & Development,11,3,Technical Degree,1,58,2,Female,48,3,5,Sales Executive,3,Married,15927,16718,1,Y,No,12,3,4,80,0,24,0,3,18,14,8,8,11/2/2019 10:30
34,No,Non-Travel,1068,Sales,22,4,Marketing,1,60,2,Male,71,3,2,Sales Executive,3,Single,3995,10151,0,Y,No,20,3,3,80,1,10,2,3,9,5,8,7,5/11/2017 10:30
37,No,Travel_Rarely,432,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Sales Executive,2,Married,3104,10062,4,Y,No,21,3,1,80,0,8,1,3,1,0,0,4,1/9/2020 10:30
45,No,Travel_Frequently,1190,Sales,5,4,Life Sciences,1,62,1,Male,97,3,2,Sales Executive,4,Single,5884,20778,4,Y,No,21,3,3,80,0,14,4,3,9,6,0,8,11/21/2017 10:30
35,No,Travel_Rarely,1226,Research & Development,8,1,Life Sciences,1,63,4,Male,37,4,1,Laboratory Technician,4,Married,2490,4680,1,Y,No,19,3,3,80,0,1,2,3,1,0,0,1,3/20/2020 10:30
49,Yes,Travel_Rarely,641,Research & Development,1,2,Life Sciences,1,64,3,Male,99,2,3,Laboratory Technician,3,Single,5069,14688,8,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0,5/4/2018 10:30
29,Yes,Travel_Rarely,1439,Research & Development,4,4,Technical Degree,1,65,3,Male,49,3,1,Laboratory Technician,3,Single,3175,11735,1,Y,Yes,13,3,3,80,0,2,3,2,2,4,2,2,6/24/2019 10:30
44,No,Travel_Rarely,1508,Sales,1,5,Marketing,1,68,2,Female,76,3,2,Sales Executive,1,Divorced,5281,4536,5,Y,Yes,21,3,3,80,1,9,2,2,3,3,1,4,3/9/2017 10:30
35,No,Non-Travel,1059,Research & Development,12,2,Medical,1,70,3,Male,67,2,3,Sales Executive,1,Married,9956,8723,3,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,10/26/2018 10:30
26,No,Travel_Rarely,1444,Sales,23,3,Marketing,1,72,3,Male,47,2,2,Sales Executive,4,Married,3568,20798,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,4,5/7/2020 10:30
33,No,Travel_Frequently,504,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Sales Executive,4,Single,13456,38035,1,Y,Yes,12,3,3,80,0,16,1,3,15,14,8,12,7/25/2019 10:30
35,No,Travel_Frequently,874,Sales,18,5,Life Sciences,1,74,2,Male,72,3,3,Sales Executive,1,Married,8981,10992,1,Y,No,22,3,4,80,1,9,3,2,9,8,1,4,2/24/2021 10:30
35,No,Travel_Rarely,1175,Research & Development,23,4,Medical,1,75,3,Female,31,3,1,Laboratory Technician,1,Married,4524,15974,3,Y,Yes,15,3,3,80,1,12,3,3,3,2,2,2,5/3/2019 10:30
31,No,Travel_Rarely,651,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5353,8929,3,Y,No,22,3,4,80,1,10,3,2,7,7,8,7,3/26/2021 10:30
37,No,Travel_Rarely,1108,Research & Development,0,4,Life Sciences,1,77,1,Male,51,2,2,Sales Executive,3,Divorced,5915,2748,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,10/28/2018 10:30
32,No,Travel_Rarely,398,Research & Development,1,3,Life Sciences,1,78,1,Male,32,3,2,Sales Executive,4,Married,6478,14688,3,Y,Yes,22,3,2,80,1,9,3,3,9,8,7,8,11/8/2021 10:30
38,No,Travel_Frequently,639,Research & Development,29,5,Life Sciences,1,79,4,Male,51,3,2,Laboratory Technician,4,Single,2387,5063,1,Y,No,11,3,4,80,0,10,2,3,10,3,8,9,2/7/2017 10:30
50,No,Travel_Rarely,947,Research & Development,6,2,Medical,1,80,2,Female,43,2,5,Sales Executive,3,Divorced,15927,16154,5,Y,Yes,11,3,4,80,1,28,2,2,18,3,8,8,11/20/2017 10:30
58,No,Travel_Rarely,1464,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7657,2767,7,Y,No,27,3,4,80,0,28,3,2,18,14,7,9,8/3/2021 10:30
37,No,Travel_Rarely,1227,Research & Development,8,3,Technical Degree,1,83,3,Female,57,3,3,Sales Executive,3,Divorced,10080,8854,1,Y,No,13,3,2,80,2,16,4,3,17,14,8,8,3/7/2018 10:30
55,No,Travel_Rarely,826,Research & Development,7,3,Medical,1,84,4,Female,34,3,4,Sales Executive,3,Divorced,14457,19560,2,Y,Yes,14,3,3,80,2,21,2,3,5,0,0,2,2/8/2019 10:30
37,No,Travel_Frequently,1210,Research & Development,11,3,Life Sciences,1,85,2,Male,97,2,2,Sales Executive,2,Single,6241,22467,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,12/23/2019 10:30
45,No,Travel_Rarely,1312,Research & Development,8,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9584,18645,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,5/5/2017 10:30
35,No,Travel_Frequently,672,Research & Development,1,3,Medical,1,88,2,Male,78,3,1,Research Scientist,1,Married,2214,5888,4,Y,No,13,3,4,80,1,4,2,2,3,2,1,4,5/11/2018 10:30
36,Yes,Travel_Rarely,333,Research & Development,9,3,Medical,1,90,4,Male,78,2,1,Research Scientist,3,Married,3267,21755,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,3/16/2021 10:30
59,No,Travel_Frequently,1244,Sales,0,1,Life Sciences,1,91,1,Female,56,2,2,Sales Executive,3,Single,5671,24071,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,3/21/2019 10:30
29,No,Travel_Rarely,1371,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2431,4745,0,Y,No,23,3,4,80,1,6,3,3,5,4,0,4,6/12/2018 10:30
31,No,Travel_Rarely,1077,Research & Development,10,4,Medical,1,95,3,Male,86,3,1,Research Scientist,2,Single,2610,18295,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,3/19/2020 10:30
33,No,Travel_Rarely,551,Research & Development,0,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,6513,7443,1,Y,No,17,3,2,80,1,10,3,3,10,4,0,9,1/8/2018 10:30
36,No,Travel_Rarely,184,Research & Development,6,3,Life Sciences,1,97,2,Female,56,4,1,Laboratory Technician,4,Married,2988,22218,3,Y,No,12,3,2,80,0,12,3,3,1,0,2,0,12/28/2017 10:30
31,No,Travel_Rarely,724,Research & Development,7,4,Life Sciences,1,98,3,Female,60,3,2,Sales Executive,4,Single,4148,20346,1,Y,No,23,3,3,80,0,12,2,3,11,7,1,8,11/27/2018 10:30
36,No,Travel_Rarely,799,Sales,1,4,Marketing,1,100,3,Male,31,2,2,Sales Executive,1,Single,15927,23060,0,Y,No,14,3,2,80,0,15,3,3,15,13,2,8,11/24/2019 10:30
45,No,Travel_Rarely,826,Research & Development,6,4,Other,1,101,4,Male,51,3,3,Sales Executive,1,Married,13299,15017,4,Y,Yes,14,3,2,80,0,12,3,4,0,0,0,0,5/22/2020 10:30
36,No,Travel_Rarely,419,Research & Development,6,4,Medical,1,102,1,Male,30,3,3,Sales Executive,3,Single,13697,25652,3,Y,No,13,3,1,80,0,15,3,4,5,2,0,2,12/3/2021 10:30
46,No,Travel_Rarely,969,Human Resources,5,2,Medical,1,103,2,Male,78,3,2,Sales Executive,3,Divorced,5157,10021,8,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,11/9/2021 10:30
30,No,Travel_Rarely,823,Research & Development,10,1,Life Sciences,1,104,4,Male,56,2,2,Laboratory Technician,4,Married,5165,16000,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,14,2/26/2021 10:30
36,No,Travel_Rarely,1220,Research & Development,1,3,Life Sciences,1,105,2,Male,29,2,1,Research Scientist,3,Single,2555,26099,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,1/18/2017 10:30
55,No,Travel_Rarely,81,Sales,2,2,Life Sciences,1,106,1,Male,71,3,3,Sales Executive,3,Married,10220,14688,8,Y,No,14,3,4,80,1,25,4,3,1,0,2,0,12/5/2019 10:30
38,No,Non-Travel,583,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Sales Executive,4,Divorced,5845,15947,7,Y,Yes,12,3,4,80,1,17,3,3,13,14,1,9,7/10/2020 10:30
35,No,Travel_Rarely,2160,Research & Development,1,2,Medical,1,110,1,Male,95,3,2,Sales Executive,2,Married,6707,18251,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,3/31/2021 10:30
37,No,Travel_Rarely,1438,Research & Development,7,3,Life Sciences,1,112,4,Male,47,1,3,Sales Executive,4,Single,7663,22221,4,Y,No,11,3,1,80,1,28,3,2,6,4,0,2,11/9/2017 10:30
23,No,Travel_Rarely,534,Sales,2,3,Technical Degree,1,113,3,Male,67,3,1,Sales Executive,1,Divorced,2568,9430,3,Y,No,15,3,3,80,1,3,3,3,0,0,0,0,11/11/2018 10:30
52,No,Travel_Rarely,393,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,6707,18100,3,Y,No,23,3,2,80,2,11,4,3,4,2,0,3,11/18/2018 10:30
30,No,Travel_Rarely,305,Research & Development,3,3,Life Sciences,1,117,3,Male,98,2,2,Sales Executive,4,Married,4072,14688,1,Y,No,19,3,1,80,2,11,3,3,10,10,8,8,8/5/2021 10:30
46,Yes,Travel_Rarely,692,Sales,9,2,Medical,1,118,3,Male,65,3,3,Sales Executive,4,Single,9715,13552,1,Y,No,27,3,4,80,0,12,3,3,9,8,4,7,2/2/2018 10:30
40,No,Travel_Frequently,535,Research & Development,32,4,Life Sciences,1,119,3,Male,78,2,4,Sales Executive,2,Married,13312,13921,1,Y,No,22,3,4,80,1,23,3,2,18,3,8,11,10/27/2017 10:30
51,No,Travel_Rarely,639,Sales,20,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5299,8133,0,Y,Yes,22,3,4,80,0,11,2,1,10,7,1,0,10/8/2021 10:30
37,No,Travel_Rarely,1346,Sales,4,2,Medical,1,121,3,Female,64,2,2,Sales Executive,2,Married,4881,19839,1,Y,Yes,12,3,2,80,2,11,4,2,11,8,2,7,5/23/2017 10:30
47,No,Travel_Frequently,826,Research & Development,0,3,Medical,1,124,3,Male,41,2,3,Sales Executive,1,Married,10603,3236,2,Y,Yes,13,3,3,80,1,21,4,2,10,9,8,5,3/27/2018 10:30
32,No,Travel_Rarely,1103,Research & Development,6,4,Medical,1,125,2,Male,89,3,2,Sales Executive,3,Single,5121,24127,1,Y,No,16,3,1,80,0,12,0,3,12,8,5,7,3/5/2017 10:30
53,No,Travel_Rarely,1203,Research & Development,10,4,Technical Degree,1,126,1,Female,59,3,3,Sales Executive,3,Married,13767,23262,8,Y,No,12,3,1,80,1,16,4,3,4,3,2,4,8/15/2021 10:30
37,No,Travel_Rarely,1334,Sales,4,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,6707,17587,0,Y,No,21,3,1,80,1,4,2,2,3,2,0,2,3/10/2018 10:30
28,No,Non-Travel,143,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4455,9235,1,Y,No,14,3,2,80,0,5,3,4,5,4,0,4,3/1/2020 10:30
59,No,Travel_Rarely,681,Sales,10,4,Medical,1,131,4,Male,38,3,4,Sales Executive,3,Single,13937,24367,0,Y,No,13,3,3,80,0,28,1,2,18,10,1,8,1/17/2021 10:30
44,No,Non-Travel,497,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,1966,25019,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,3/13/2019 10:30
37,Yes,Travel_Rarely,813,Human Resources,5,4,Human Resources,1,133,3,Male,64,3,1,Sales Executive,1,Divorced,2315,23777,4,Y,Yes,22,3,3,80,0,8,3,3,3,2,0,2,3/23/2019 10:30
32,No,Travel_Rarely,788,Research & Development,1,1,Life Sciences,1,134,3,Male,71,3,1,Research Scientist,1,Single,2918,15115,1,Y,No,13,3,4,80,1,1,2,3,1,0,0,0,1/4/2018 10:30
19,No,Travel_Frequently,852,Research & Development,5,3,Life Sciences,1,137,4,Female,66,2,2,Laboratory Technician,4,Single,3208,20516,1,Y,Yes,18,3,2,80,0,1,4,3,1,0,1,0,1/29/2021 10:30
34,No,Travel_Rarely,679,Research & Development,6,4,Other,1,138,3,Female,39,3,2,Research Scientist,3,Single,5257,12744,3,Y,No,14,3,3,80,0,28,3,3,16,13,2,10,8/1/2018 10:30
37,No,Non-Travel,1013,Research & Development,2,2,Life Sciences,1,139,3,Male,101,2,2,Sales Executive,4,Divorced,5314,15370,5,Y,No,14,3,4,80,1,17,2,3,1,4,0,0,3/28/2017 10:30
58,No,Non-Travel,1451,Human Resources,2,4,Human Resources,1,140,3,Female,32,3,5,Sales Executive,4,Married,15927,14688,8,Y,No,21,3,4,80,1,28,3,3,3,4,2,2,8/25/2019 10:30
50,No,Travel_Frequently,1124,Research & Development,1,3,Life Sciences,1,141,3,Female,72,3,5,Sales Executive,2,Married,15927,10013,3,Y,No,15,3,1,80,0,28,1,2,8,3,0,7,2/24/2021 10:30
25,Yes,Travel_Rarely,238,Sales,5,3,Marketing,1,142,3,Male,45,2,2,Sales Executive,3,Single,5521,27289,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,5/23/2018 10:30
24,No,Travel_Rarely,1284,Research & Development,7,1,Medical,1,143,4,Male,65,2,2,Research Scientist,4,Married,2741,26833,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,6/4/2018 10:30
22,No,Travel_Rarely,515,Research & Development,32,3,Medical,1,144,2,Female,61,3,1,Laboratory Technician,4,Single,3260,23559,1,Y,No,15,3,3,80,0,1,4,3,0,0,0,4,8/15/2017 10:30
51,No,Travel_Frequently,1462,Research & Development,1,4,Medical,1,145,3,Female,31,2,3,Sales Executive,1,Single,7624,25283,3,Y,No,20,3,3,80,0,23,1,2,13,12,8,8,6/20/2019 10:30
34,Yes,Travel_Frequently,641,Research & Development,7,3,Life Sciences,1,147,1,Male,65,1,2,Laboratory Technician,3,Single,6011,22992,1,Y,Yes,24,3,4,80,0,12,3,3,9,7,0,6,11/28/2019 10:30
54,No,Non-Travel,137,Human Resources,27,3,Human Resources,1,148,4,Female,31,4,4,Sales Executive,4,Single,15927,13689,2,Y,No,12,3,3,80,0,23,3,3,5,3,4,4,7/31/2019 10:30
25,No,Travel_Rarely,1109,Research & Development,17,3,Life Sciences,1,150,2,Male,54,3,1,Laboratory Technician,3,Married,2552,13176,0,Y,No,12,3,3,80,1,6,3,3,5,3,1,2,5/12/2017 10:30
34,No,Travel_Rarely,1015,Research & Development,6,4,Life Sciences,1,151,3,Female,44,2,2,Research Scientist,2,Divorced,4834,14737,6,Y,No,15,3,3,80,1,11,3,3,1,0,0,0,4/7/2020 10:30
36,No,Travel_Rarely,1186,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7520,14325,2,Y,No,12,3,1,80,0,11,3,3,7,3,1,3,7/31/2020 10:30
34,No,Travel_Rarely,1365,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Sales Executive,1,Single,11409,5353,2,Y,No,12,3,3,80,0,14,4,3,11,10,5,8,5/23/2017 10:30
36,No,Travel_Frequently,1454,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,3,Married,9913,22825,0,Y,No,14,3,3,80,1,10,3,3,10,7,2,8,10/23/2020 10:30
36,No,Travel_Rarely,826,Research & Development,3,2,Life Sciences,1,155,1,Female,35,3,1,Laboratory Technician,4,Divorced,2949,2622,3,Y,No,22,3,1,80,1,7,2,3,1,0,0,0,9/15/2021 10:30
43,No,Travel_Frequently,388,Sales,26,2,Life Sciences,1,158,3,Male,93,3,2,Sales Executive,4,Married,15927,19632,1,Y,No,15,3,4,80,2,24,3,4,18,12,4,12,9/20/2019 10:30
30,No,Travel_Frequently,1323,Research & Development,23,3,Life Sciences,1,159,3,Male,97,1,1,Research Scientist,3,Divorced,2225,22349,1,Y,No,25,3,3,80,2,12,2,2,10,7,0,9,7/14/2019 10:30
33,No,Non-Travel,724,Sales,22,2,Marketing,1,160,3,Male,96,3,2,Sales Executive,2,Married,5907,15020,0,Y,No,13,3,1,80,1,12,2,4,7,7,0,7,5/23/2017 10:30
56,Yes,Travel_Rarely,424,Research & Development,13,4,Life Sciences,1,161,2,Female,74,3,1,Research Scientist,2,Married,4765,4575,8,Y,Yes,18,3,3,80,2,7,2,3,5,4,4,3,9/27/2018 10:30
51,No,Travel_Rarely,826,Research & Development,10,3,Life Sciences,1,162,1,Male,51,3,5,Sales Executive,3,Single,15927,7010,7,Y,No,13,3,3,80,0,23,4,3,18,14,8,14,8/23/2020 10:30
32,Yes,Travel_Rarely,259,Sales,6,4,Life Sciences,1,163,2,Male,75,1,2,Sales Executive,3,Married,6393,20534,4,Y,Yes,18,3,2,80,0,11,3,2,7,7,7,7,5/1/2019 10:30
